Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per_hour,Salary,Min_salary,Max_salary,Average_salary,Job_State,Company_age,Python_yn,AI_yn,ML_yn,Statistic_yn,Simplified_title,Seniority,desc_len
Clinical Laboratory Scientist I,$65K - $100K (Glassdoor est.),"Clinical Laboratory Scientist I
Organization: MOgene Genomic Services
Location St. Louis, MO
MOgene is dedicated to being the leading genomic CLIA certified clinical testing laboratory partner. We offer a range of unique clinical, biopharmaceutical and Ag testing services with exceptional test turnaround times. We provide support to a unique range of Genomics based analytical testing services to clients across multiple industries including food, environmental, pharmaceutical products testing and CRO services, to make life and our environment safer. More than 2,000, universities, commercial, and biopharmaceutical companies rely on us for our unique and convenient services.",-1.0,MOgene,"Saint Louis, MO",-1,-1,-1,-1,-1,-1,0,65 - 100 ,65,100,82.5, MO,-1,0,0,0,0,not_specified,not_specified,680
Data Scientist,$77 - $87 Per Hour(Employer est.),"Company Description
Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.
At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package",4.5,PowerAdvocate,"East Boston, MA",51 to 200 Employees,1999,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, MA,22,0,1,0,0,data scientist,not_specified,1193
Data Scientist/Machine Learning Engineer,$77 - $87 Per Hour(Employer est.),"Specific Team Context
We are the global Finance analytics team, located primarily in Houston, TX and Bangalore, India. We design, develop and deploy production solutions to facilitate various Finance, Accounting, Planning, and Business Operations inside of HP. Our team has a mixture of disciplines ranging from Statisticians, Economists, Finance, Engineers, Front-end, Back-end, and visualization developers. HP is currently going through enterprise-scale transformation initiatives that heavily relies upon a data-driven culture. Our current focus for the coming year will be heavily forecast-related. Our team is flexible, dynamic, hungry, and humble; we are excited to find like-minded individuals!
Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. Leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies. Frequently represents the organization to internal customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to lower level employees.",4.2,HP,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,77 - 87 ,154,174,82.0, TX,82,0,0,0,1,data scientist,not_specified,1514
Staff Data Scientist - AI Ethics,$77 - $87 Per Hour(Employer est.),"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions. As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.",4.4,Indeed,Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),1,77 - 87 ,154,174,82.0,Remote,17,0,1,0,0,data scientist,not_specified,1320
Machine Learning Engineer,$77 - $87 Per Hour(Employer est.),"Machine Learning Engineer MLOps
Machine Learning Engineer for ML Ops
Providing a well-architected, highly performant, and intuitively configurable AI lifecycle management system is a core part of Lucd’s strategy. Enterprise AI stakeholders need robust capabilities for enforcing AI governance in accordance with their specific business needs; for example, defining policies for identifying biased datasets or AI models, and assessing “degree of fitness” of a model for production deployment. The primary responsibilities for this ML Engineer position will focus on developing machine learning operations (ML Ops) capabilities for the Lucd platform in support of the needs stated above.
This primarily includes the following responsibilities.",-1.0,Lucd,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),1,77 - 87 ,154,174,82.0,Remote,-1,0,1,1,0,ml,not_specified,741
Data Scientist,$77 - $87 Per Hour(Employer est.),"JOB SUMMARY
The Credit Services Risk Management team is a large and complex critical function for company success. We are staffed with highly-skilled and motivated individuals with a large emphasis on analytical abilities & problem solving skills. The Associate Data Scientist will build predictive models used for underwriting and/or collections functions. This person will research and recommend new data sources to improve models and design tests to measure the effectiveness for various strategies implemented.

MAJOR DUTIES AND RESPONSIBILITIES
Responsible for the entire end-to-end data science process from ETL to building models, to deploying the model into the workflows to measuring the financial impact.




B.S. in quantitative sciences, including statistics, engineering, computer science, Business with focus on analytics. M.S. in Statistics or Data Science will be highly preferred



Office Environment

For more information on Spectrum’s benefits, please click here.",3.2,SPECTRUM,"Stamford, CT",10000+ Employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),1,77 - 87 ,154,174,82.0, CT,5,0,0,0,1,data scientist,not_specified,983
Data Scientist / Malware Researcher,$77 - $87 Per Hour(Employer est.),"Please Note:
1. If you are a first time user, please create your candidate login account before you apply for a job. (Click Sign In > Create Account)
2. If you already have a Candidate Account, please Sign-In before you apply.
Job Description:
Data Scientist / Malware Researcher
Responsibilities:
As a division of Broadcom Inc. we are investing heavily into automated processes critical in detecting malicious threats on the web. This role will focus primarily on developing Machine Learning / AI approaches to solve this problem.",3.2,Broadcom,"Draper, UT",10000+ Employees,1991,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),1,77 - 87 ,154,174,82.0, UT,30,0,1,0,0,data scientist,not_specified,531
Staff Data Scientist,$77 - $87 Per Hour(Employer est.),"Alteryx is searching for a Staff Data Scientist in our Boston office.
We’re looking for problem solvers, innovators, and dreamers who are searching for anything but business as usual. Like us, you’re a high performer who’s an expert at your craft, constantly challenging the status quo. You value inclusivity and want to join a culture that empowers you to show up as your authentic self. You know that success hinges on commitment, that our differences make us stronger, and that the finish line is always sweeter when the whole team crosses together.
Alteryx Innovation Labs
The Innovation Labs office, Alteryx's first office presence in Boston, was started earlier this year by the acquisition of MIT-spinout Feature Labs . This rapidly growing team combines the excitement of being part of a fast-paced, innovative startup with the resources, market penetration, and wisdom of a data analytics market leader. Our goal is to turbo-charge machine learning and data science efforts on the Alteryx platform, and to enable anyone to solve dynamic problems. We are working on high-impact, high-visibility projects, and we’re looking for collaborative and knowledge-hungry teammates who want to join us as we work to democratize machine learning.",3.6,"Alteryx, Inc.","East Boston, MA",1001 to 5000 Employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,77 - 87 ,154,174,82.0, MA,24,0,0,0,0,data scientist,not_specified,1243
Data Scientist,$100K - $200K (Employer est.),"We are a Real Estate Company located in Doral, FL, with over a billion in transactions and we are looking for a Data Scientist who can focus on the below job description
DUTIES & RESPONSIBILITIES:
*
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state of-the-art techniques
Extending company's data with third party sources of information
Enhancing data collection procedures to include information pertinent for building analytic systems",-1.0,Confidential,"Doral, FL",-1,-1,-1,-1,-1,-1,0,100 - 200 ,100,200,150.0, FL,-1,0,0,0,0,data scientist,not_specified,499
Data Scientist (Predictive Modeler),$100K - $200K (Employer est.),"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0, VA,88,0,0,0,0,data scientist,not_specified,522
Predictive Modeler,$100K - $200K (Employer est.),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",3.4,Lancer Insurance Company,Remote,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,100 - 200 ,100,200,150.0,Remote,36,0,0,0,0,not_specified,not_specified,820
Data Scientist,$100K - $200K (Employer est.),"Who We Are
Insurity is a leading property and casualty insurance software and data analytics providers, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 6 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Could you be Insurity’s next Data Scientist ?
We are seeking a talented and creative Data Scientist to join our growing team. You will work with our experienced Data Science team creating underwriting and claims product solutions powered by our proprietary data consortiums and strategically selected external data sources. Your work will deliver actionable insights which will lead to significant and measurable results for our customers. Additionally, you will partner with our sales and marketing teams in customer-facing activities, delivering these actionable solutions and supporting their full implementation.",2.7,Insurity,Remote,501 to 1000 Employees,1971,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,100 - 200 ,100,200,150.0,Remote,50,0,1,0,0,data scientist,not_specified,1092
Data Scientist- Meteorology - Remote,$100K - $200K (Employer est.),"Data Scientist – Meteorology

We are looking for Data Scientist with experience in Meteorology for our Renewable Power Forecasting team who has a strong background in weather prediction data, data mining, numerical weather forecasting, meteorology, extracting and interpolating weather features, statistical prediction, and machine learning. The eligible candidate should have development experience in modern data analytics tools including, but not limited to Python, Spark, R, and related packages such as TensorFlow and Scikit in cloud environments such as AWS. This position is a global search and can be a remote candidate.

What you'll do:
You will be expected to research, develop, and deliver advanced analytics models to predict short- and long-term renewable generation forecasts from solar plants and wind turbines.",3.6,"Infinity Consulting Solutions, Inc.","Valhalla, NY",501 to 1000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,100 - 200 ,100,200,150.0, NY,20,1,0,0,1,data scientist,not_specified,826
Data Scientist,$100K - $200K (Employer est.),"Title: Data Scientist
Location: Fredericksburg, VA
Department: Technology/ Engineering
Employment Type: Full Time
Reports to: Data Scientist Lead
Duties & Responsibilities:
QRC is actively seeking a Data Scientist to use analytical, statistical, and programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for current and emerging products. The candidate should be prepared to quickly learn an existing product, understand the produced data, and to continually enhance and support the product over its lifetime. Data scientists have a wide range of technical competencies including: statistics and machine learning, coding languages, databases, machine learning, and reporting technologies. The successful candidate will be required to work very closely with software and systems engineers in a small-team environment.",-1.0,QRC LLC a Parsons Company,"Fredericksburg, VA",-1,-1,-1,-1,-1,-1,0,100 - 200 ,100,200,150.0, VA,-1,0,0,0,1,data scientist,not_specified,865
Artificial Intelligence/Machine Learning Data Scientist,$100K - $200K (Employer est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.
Suitability - FAA",3.7,Mitre Corporation,United States,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,100 - 200 ,100,200,150.0,United States,63,0,0,0,0,data scientist,not_specified,1052
Data Scientist- Remote,$100K - $200K (Employer est.),"We are looking for a highly qualified Data Scientist for our Predictive Analytics for Prescriptive Maintenance team who has a strong background data mining, statistical prediction, and machine learning. Someone with modern data analytics tools including, but not limited to, Python, R, and related packages such as TensorFlow and Scikit in popular cloud environments such as AWS.
What you'll do:
You will be expected to research, develop and deliver advanced analytics models to predict the failure of key components in wind turbines.
Design, define, develop statistical and machine learning models that ingest historical and real time sensor data and predict the failure of probability components.",3.6,"Infinity Consulting Solutions, Inc.","Valhalla, NY",501 to 1000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,100 - 200 ,100,200,150.0, NY,20,1,1,0,1,data scientist,not_specified,698
Data Scientist - Optum360 - Telecommute,$100K - $200K (Employer est.),"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)

Optum 360's Business Intelligence Analytics team is looking for an innovative individual with technical and interpersonal skills to support our vision of taking our organization to the next level by providing effective and actionable insights through implementation of AI models and advanced analytics.

In this role you will be working alongside stakeholders, leadership, and a team of data scientists and engineers to develop innovative solutions and predictive and analytical models such as denials prediction model, risk based account scoring model, propensity to pay model to modernize revenue cycle and improve efficiency.",3.6,UnitedHealth Group,"Eden Prairie, MN",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),0,100 - 200 ,100,200,150.0, MN,44,0,1,0,0,data scientist,not_specified,1078
Data Scientist,$100K - $200K (Employer est.),"Company Introduction
Alto Neuroscience is a private company headquartered in the San Francisco Bay Area. Alto is developing a new generation of neural biomarker-based diagnostic tests and personalized treatments for use in mental health, based on a platform built from data aggregated at scale and cutting-edge artificial intelligence analysis tools. The team combines world-leading neuroscientists and business executives with experience commercializing products for the brain.

Job Description
We are looking for a motivated Data scientist who is passionate about mental health. This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and transform mental health via intelligent use of Artificial intelligence techniques. This position will oversee and perform analysis of large-scale multi-dimensional, multi-variate healthcare data. Specifically, this work will include the design and analysis of data to generate actionable patient insights that will aid in personalized treatment for mental health disorders.",-1.0,"Alto Neuroscience, Inc.","Los Altos, CA",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),0,100 - 200 ,100,200,150.0, CA,-1,0,1,0,0,data scientist,not_specified,1114
Associate Data Scientist,$100K - $200K (Employer est.),"The Data Science team at Xandr is responsible for driving algorithmic product innovation across the company. Our projects underlie major features for both buyers and sellers on our platform, as well as the marketplace design for our ad exchange itself. We combine elements of theory with the practical tools and techniques for exploring vast quantities of data, all with the aim of designing effective algorithms to achieve product goals. Data Science partners closely with Engineering, Product, and Data Analytics to ensure that our solutions are solving the right business problem, are scaling as needed, and are achieving the expected results for our clients.

As a team, we have diverse set of backgrounds (math, physics, engineering, operations research, statistics, econometrics, political science) and a spectrum of credentials (about half have PhDs). Our culture centers on collaborating, continuously learning and teaching, and producing effective solutions for our users, whether they rely on elegant theory or on simple heuristics and empirical evidence. We love that our contributions further Xandr’s position as a pioneer and thought leader in the AdTech industry, but we measure our efforts based on the impact and value we create for our clients and internal teammates.

The Data Scientist role is perfect for someone who is passionate about combining deep technical understanding, broad domain knowledge, and creative problem-solving skills to design products that make a measurable impact for our users.",3.6,AT&T,"East Portland, OR",10000+ Employees,1983,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,100 - 200 ,100,200,150.0, OR,38,0,1,0,1,data scientist,not_specified,1520
Data Scientist,$100K - $200K (Employer est.),"JOB SUMMARY
The Credit Services Risk Management team is a large and complex critical function for company success. We are staffed with highly-skilled and motivated individuals with a large emphasis on analytical abilities & problem solving skills. The Associate Data Scientist will build predictive models used for underwriting and/or collections functions. This person will research and recommend new data sources to improve models and design tests to measure the effectiveness for various strategies implemented.

MAJOR DUTIES AND RESPONSIBILITIES
Responsible for the entire end-to-end data science process from ETL to building models, to deploying the model into the workflows to measuring the financial impact.




B.S. in quantitative sciences, including statistics, engineering, computer science, Business with focus on analytics. M.S. in Statistics or Data Science will be highly preferred



Office Environment

For more information on Spectrum’s benefits, please click here.",3.2,SPECTRUM,"Stamford, CT",10000+ Employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,100 - 200 ,100,200,150.0, CT,5,0,0,0,1,data scientist,not_specified,983
Data Scientist,$100K - $200K (Employer est.),"Has it ever occurred to you that as the Internet shifts virtually every business model online, one key element of human behavior is lost - reading body language.
At ForMotiv, we solve this problem using a combination of AI, ML, and predictive behavioral analytics to analyze behavioral cues collected while users engage with web applications. Using this proprietary dataset we’re able to classify and predict end-user intent. ForMotiv is helping leading financial service companies to improve online experiences as well as reduce risk and fraud. ForMotiv is a real-time behavioral intelligence tool that helps companies fill in the missing link when it comes to their customer data - their digital body language.
Job Description
A rare opportunity to get in at the ground floor of a rapidly growing startup. We are looking for a Data Scientist to help make sense of the billions of data points ForMotiv collects on behalf of its clients. Your focus will be on doing statistical analysis and building prediction systems that are directly integrated with our product and clients. You will work directly with the management team to drive new customer revenue, expand offerings to existing clients, and play an integral role in building ForMotiv’s data science team.",-1.0,ForMotiv,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),0,100 - 200 ,100,200,150.0,Remote,-1,0,1,1,1,data scientist,not_specified,1262
Data Scientist - Geospatial Software Developer,$100K - $200K (Employer est.),"We are looking for a Data Scientist to analyze large (DoD Big Data) amounts of raw and Geo-Spatial nformation to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math, and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
ESRI or equivalent software development
Identify valuable data sources and automate collection processes
Undertake to preprocess structured and unstructured data",-1.0,Semantisys,Remote,-1,-1,-1,-1,-1,-1,0,100 - 200 ,100,200,150.0,Remote,-1,0,0,0,1,data scientist,not_specified,739
"Data Scientist, Medical Diagnostics",$100K - $200K (Employer est.),"The Company
The world is facing a medical crisis, bacteria are increasingly evolving resistance to even our strongest antibiotics. The problem is already very real and immediate; for example, bloodstream infection leading to sepsis is now responsible for more than half of all deaths in hospitals and is the most expensive condition treated in hospitals. Sepsis mortality rate increases >6% every hour without effective antibiotic treatment. Yet, despite the life and death urgency, and healthcare cost impacts, current methodologies require 3 days to determine the correct antibiotic.
Specific Diagnostics has developed a breakthrough solution to rapidly determine the effective antibiotic treatment for bloodstream and other acute infections. Used for bloodstream infection Specific’s solution provides results 2 days sooner than existing methods, saving patients suffering from drug-resistant infection.",3.5,Specific Diagnostics,"Mountain View, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),0,100 - 200 ,100,200,150.0, CA,-1,0,0,0,0,data scientist,not_specified,906
Data Scientist - Renewable Forecasting- Remote,$100K - $200K (Employer est.),"Data Scientist, Renewable Forecasting
Product · Valhalla, New York
We are looking globally for a highly qualified Data Scientist for our Renewable Forecasting Team who has a strong background in data mining, statistical modeling, and machine learning. Someone with modern data analytics and development tools including, but not limited to; Python, R, and related packages such as TensorFlow and Scikit-Learn in popular cloud environments such as AWS.

What you'll do:",3.6,"Infinity Consulting Solutions, Inc.","Valhalla, NY",501 to 1000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,100 - 200 ,100,200,150.0, NY,20,1,0,0,1,data scientist,not_specified,467
Senior Data Analyst,$100K - $200K (Employer est.),"Job Posting End Date: April 14
Our Fortune 500 company is driving a digital transformation and looking for forward-thinking innovators to disrupt how our industry thinks about and uses technology. As one of the world's leading employee benefits providers, we help millions of people gain affordable access to benefits that help them protect their families, their finances and their futures.
Are you an asker of questions, a solver of problems, and a challenger of the status quo? Our mission is to provide a differentiated customer experience and exceed the expectations people have of technology at any company — not just insurers.
We are seeking individuals to join our team of talented IT professionals who share never-ending passion and an unwavering focus on our customer experience. Team members comfortable working in an agile, fast-paced, and delivery-focused environment thrive in our environment where we value an entrepreneurial spirit and those who challenge the status-quo.


Unum",3.8,Unum,"Atlanta Central City Post Offi, GA",5001 to 10000 Employees,1848,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,100 - 200 ,100,200,150.0, GA,173,0,1,0,0,analyst,senior,993
Data Scientist,$100K - $200K (Employer est.),"At HP, we are seeking to engineer experiences that amaze, to create technology that makes life better for everyone, everywhere. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent.
HP is the global leader in print solutions, and we are seeking a creative, collaborative, innovative, fun individual to join our print supplies team to invent machine learning models and algorithms that will deliver new customer value and contribute to our exciting digital transformation.
The Role
Our team engineers solutions for our LaserJet toner cartridges by combining hardware design, computer science, and cloud software for high-quality, precision output, page after page. As our data scientist, you will make a direct impact to our business by creating smart cloud solutions and machine learning models. You will be working closely with our mechanical engineers, software developers, data engineers, marketing professionals, and partners across the globe in a fun, supportive environment. The models you create will make an immediate impact to millions of customers worldwide while your manager and teammates support your growth and development.",4.2,HP,"Boise, ID",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0, ID,82,0,0,0,0,data scientist,not_specified,1185
Data Scientist,$100K - $200K (Employer est.),"Summary
Use analytical, statistical and programming skills in support of internal and external data analysis requests. Aggregate and organize data from disparate sources in support of data analysis.
Job Details/Main Responsibilities
Extract and manipulate data from large and diverse sources in support of analysis requests.
Provide programming in support of statistical analyses (quarterly reports, client queries, manuscript support) by generating tables, listings, or figures.",4.5,TARGET PHARMASOLUTIONS,"Durham, NC",51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),0,100 - 200 ,100,200,150.0, NC,-1,0,1,0,1,data scientist,not_specified,479
Data Scientist I,$100K - $200K (Employer est.),"Battelle delivers when others can’t. We conduct research and development, manage laboratories, design and manufacture products and deliver critical services for our clients—whether they are a multi-national corporation, a small start-up or a government agency.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.


We are currently seeking a Data Scientist I. This position is located in Columbus, OH.",3.7,Battelle,"Columbus, OH",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),0,100 - 200 ,100,200,150.0, OH,92,0,0,0,0,data scientist,not_specified,510
Data Scientist,$100K - $200K (Employer est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.

Job Requirements
You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.",4.7,Blue Owl,"San Francisco, CA",51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0, CA,5,0,0,0,0,data scientist,not_specified,824
Data Scientist,$100K - $200K (Employer est.),"At Trane Technologies® we Challenge Possible. Our brands – including Trane® and Thermo King® - create access to cooling and comfort in buildings and homes, transport and protect food and perishables, connect customers to elevated performance with less environmental impact, dramatically reduce energy demands and carbon emissions, and innovate with a better world in mind. We boldly challenge what’s possible for a sustainable world.

Be a part of our mission! Do you want to directly contribute to an organization committed to reduce its customer carbon footprint by 1 Gigaton of Carbon Dioxide by 2030? As a world leader in creating comfortable, sustainable and efficient environments, it’s our responsibility to put the planet first. For us at Trane Technologies, sustainability is not just how we do business—it is our business. Sustainability is at the center of our strategy and influences how we make every decision.",4.0,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0, NC,1,0,1,0,0,data scientist,not_specified,923
Senior Data Scientist (Remote-friendly),$100K - $200K (Employer est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You’ll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.",4.3,Noom Inc.,Remote,1001 to 5000 Employees,2008,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0,Remote,13,0,0,0,0,data scientist,senior,702
Senior Data Scientist,$100K - $200K (Employer est.),"Location: Palo Alto, CA
Biotech Startup
One of RBW Consulting’s Biotech clients is seeking an experienced Sr. level Data Scientist with industry experience to join a growing team. The Senior Data Scientist will help oversee cross functional projects with the Computational, Medical, Finance, Marketing, R&D, and Logistics departments. The ideal candidate will have extensive experience with Machine Learning, Deep Learning, and strong communication skills.
Qualifications:
PhD in Computer Science, Bioinformatics, Biostatistics, or STEM related fields",4.4,RBW Consulting,"Palo Alto, CA",51 to 200 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,100 - 200 ,100,200,150.0, CA,14,0,0,0,1,data scientist,senior,551
Data Scientist,$100K - $200K (Employer est.),"Not eligible for Corp to Corp. Full Time, Salary or W2 only.
About Us:
Metas Solutions is a professional services firm headquartered in Atlanta, GA. We were founded on the principle that our clients deserve impactful, yet simple solutions. We leverage our Big Six consulting pedigree and practical experience to solve the fundamental problems that impede government as well as commercial enterprises.
We specialize as technical consultants in IT Development, Project and Portfolio Management, Strategic and Functional Public Health, and Agile Solution Delivery.
Job Description:",5.0,Metas Solutions,"Durham, NC",1 to 50 Employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,100 - 200 ,100,200,150.0, NC,-1,0,0,0,0,data scientist,not_specified,578
NLP - MRP Data Scientist,$100K - $200K (Employer est.),"NLP-MRP Data Scientist
Location: Remote
Purpose: Espire Services is looking for two experienced data scientists having both natural language processing (NLP) experience and experience in analyzing surveys/polls. Survey experience should include work within the multilevel regression with post-stratification paradigm.
Espire is starting a text analytics initiative and is growing out the data team. This position is for a data scientist with strong overall experience in both NLP and predictive modeling.
This company offers great career growth and has a fast-paced technical culture that is exciting and challenging.",4.3,Espire Services,Remote,1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD),0,100 - 200 ,100,200,150.0,Remote,-1,0,0,0,0,data scientist,not_specified,617
